time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-12T19:08:49.968Z,36.5729,71.0706,244.97,4.2,mb,,128,1.065,1.18,us,us70004j79,2019-09-28T20:01:16.040Z,"38km SSE of Jarm, Afghanistan",earthquake,10.7,6.7,0.216,6,reviewed,us,us
2019-07-12T01:11:48.437Z,39.3397,20.6076,10,4.4,mb,,95,0.729,1.11,us,us70004iqc,2019-09-28T20:01:13.040Z,"11km N of Kanallakion, Greece",earthquake,5.5,1.9,0.162,11,reviewed,us,us
2019-07-10T22:57:13.422Z,34.9324,24.364,26.61,4.7,mb,,62,0.558,0.89,us,us70004heq,2019-09-28T20:01:08.040Z,"34km WSW of Ayia Galini, Greece",earthquake,6.9,5.1,0.056,96,reviewed,us,us
2019-07-10T20:40:27.295Z,31.7642,49.1873,10,4.2,mb,,141,1.713,0.45,us,us70004p0e,2019-09-28T20:01:28.040Z,"22km SSW of Masjed Soleyman, Iran",earthquake,9,2,0.187,8,reviewed,us,us
2019-07-10T10:56:25.291Z,36.9842,43.3415,10,4.3,mb,,55,1.344,1.04,us,us70004gqm,2019-09-28T20:01:06.040Z,"33km NE of Sinah, Iraq",earthquake,6.3,1.9,0.103,27,reviewed,us,us
2019-07-10T01:10:27.249Z,37.6928,72.075,131.45,4.1,mb,,71,0.367,0.63,us,us70004gha,2019-09-28T20:01:05.040Z,"48km ENE of Shughnon, Tajikistan",earthquake,7.8,3.8,0.157,11,reviewed,us,us
2019-07-09T04:47:27.721Z,31.7625,49.4622,10,4.4,mb,,73,1.946,0.71,us,us70004nuq,2019-09-28T20:01:27.040Z,"24km SE of Masjed Soleyman, Iran",earthquake,6,1.8,0.112,23,reviewed,us,us
2019-07-09T03:49:10.091Z,38.4331,20.4237,10,3.4,ml,,107,1.367,1.02,us,us70004fgt,2019-09-28T20:00:59.040Z,"25km N of Lixourion, Greece",earthquake,5.5,2,0.066,30,reviewed,us,us
2019-07-08T22:46:33.553Z,36.2462,70.7671,104.27,4.6,mb,,40,1.467,0.95,us,us70004f9s,2019-09-26T14:31:02.040Z,"24km N of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,6.2,5.3,0.069,62,reviewed,us,us
2019-07-08T16:41:50.696Z,29.8076,49.9126,10,4.1,mb,,130,3.194,0.84,us,us70004n41,2019-09-26T14:31:13.040Z,"63km WNW of Bandar-e Ganaveh, Iran",earthquake,11,2,0.213,6,reviewed,us,us
2019-07-08T07:26:18.650Z,31.7688,49.4092,10,4.7,mb,,67,1.9,0.86,us,us70004ekb,2019-09-26T14:30:59.040Z,"21km SSE of Masjed Soleyman, Iran",earthquake,2.6,1.9,0.048,131,reviewed,us,us
2019-07-08T07:00:32.441Z,31.7564,49.5611,19,5.6,mww,,36,2.03,0.69,us,us70004ejm,2019-09-26T14:30:58.040Z,"31km SE of Masjed Soleyman, Iran",earthquake,6.7,1.8,0.098,10,reviewed,us,us
2019-07-07T10:04:09.118Z,36.4942,70.7555,191.36,4.4,mb,,68,1.262,0.88,us,us70004dtw,2019-09-26T14:30:52.040Z,"41km S of Jarm, Afghanistan",earthquake,7.8,8,0.149,13,reviewed,us,us
2019-07-07T09:33:44.944Z,36.5481,70.853,194.05,4.1,mb,,80,1.173,0.94,us,us70004dt7,2019-09-26T14:30:52.040Z,"35km S of Jarm, Afghanistan",earthquake,7.4,9.8,0.213,6,reviewed,us,us
2019-07-05T18:41:00.107Z,51.5296,16.1693,10,4.6,mb,,29,1.96,0.75,us,us70004bcc,2019-09-26T14:30:21.040Z,"6km WNW of Rudna, Poland",earthquake,4.1,1.8,0.058,92,reviewed,us,us
2019-07-05T14:18:59.811Z,32.2775,30.7557,21.06,4.4,mb,,176,3.432,0.61,us,us70004b2f,2019-09-26T14:30:20.040Z,"101km NNE of Rosetta, Egypt",earthquake,9.1,6.5,0.149,13,reviewed,us,us
2019-07-05T02:12:15.440Z,42.1727,78.6241,10,4.6,mb,,66,0.366,0.94,us,us70004akb,2019-09-26T14:30:15.040Z,"37km SSE of Teploklyuchenka, Kyrgyzstan",earthquake,5.8,1.9,0.073,56,reviewed,us,us
2019-07-04T06:27:31.973Z,35.9313,54.3844,10,4.7,mb,,79,7.111,0.89,us,us700049tk,2019-09-26T14:30:08.040Z,"26km S of Damghan, Iran",earthquake,8.6,1.9,0.084,43,reviewed,us,us
2019-07-04T06:24:55.450Z,36.2485,54.3756,10,4.1,mb,,184,7.133,0.7,us,us700049ti,2019-09-26T14:30:08.040Z,"9km NNE of Damghan, Iran",earthquake,11.8,2,0.152,12,reviewed,us,us
2019-07-04T04:20:07.847Z,36.6268,70.9234,75.83,4.6,mb,,64,1.076,0.74,us,us700049sa,2019-09-26T14:30:08.040Z,"27km SSE of Jarm, Afghanistan",earthquake,4.9,7.9,0.07,61,reviewed,us,us
2019-07-04T04:01:32.598Z,35.3763,25.317,10,4.4,mb,,55,0.36,0.95,us,us700049s5,2019-09-26T14:30:07.040Z,"7km N of Gouvai, Greece",earthquake,3.5,1.9,0.091,35,reviewed,us,us
2019-07-04T04:01:31.637Z,14.0747,53.8392,10,4.4,mb,,151,22.195,0.73,us,us70004j1v,2019-09-26T14:31:05.040Z,"158km NNE of Qulansiyah, Yemen",earthquake,12.2,2,0.12,20,reviewed,us,us
2019-07-03T01:02:08.912Z,35.0194,27.8886,10,4.6,mb,,104,1.206,1,us,us7000491h,2019-09-26T14:30:03.040Z,"81km SE of Karpathos, Greece",earthquake,5.9,1.9,0.068,64,reviewed,us,us
2019-07-02T21:34:45.878Z,36.561,70.8559,188.05,4.2,mb,,74,1.161,0.56,us,us700048y9,2019-09-26T14:30:02.040Z,"33km S of Jarm, Afghanistan",earthquake,5.1,8.2,0.159,11,reviewed,us,us
2019-07-02T00:13:50.300Z,29.509,51.4757,10,4.1,mb,,70,6.194,0.7,us,us700048gw,2019-09-26T14:30:01.040Z,"21km SW of Kazerun, Iran",earthquake,6.3,1.9,0.088,35,reviewed,us,us
2019-07-01T19:38:05.930Z,32.2231,48.9775,10,4.4,mb,,63,3.963,1.03,us,us7000488s,2019-09-14T16:08:27.040Z,"22km NNE of Shushtar, Iran",earthquake,7.6,1.9,0.085,40,reviewed,us,us
2019-07-01T13:10:20.561Z,36.793,71.1402,97.97,4.5,mb,,78,0.844,0.44,us,us70004805,2019-09-14T16:08:27.040Z,"28km ESE of Jarm, Afghanistan",earthquake,7,6.6,0.15,13,reviewed,us,us
2019-07-01T01:14:03.765Z,39.335,71.6055,10,5,mb,,40,0.214,0.69,us,us700047un,2019-09-14T16:08:25.040Z,"13km NNE of Karakenja, Tajikistan",earthquake,6,1.8,0.035,269,reviewed,us,us
2019-06-30T01:18:42.104Z,39.7711,54.5156,26.48,4.4,mb,,110,7.518,1.02,us,us700047jd,2019-09-14T16:08:20.040Z,"31km NNE of Balkanabat, Turkmenistan",earthquake,7.9,5.9,0.105,26,reviewed,us,us
2019-06-29T13:20:21.435Z,33.6308,82.5671,10,4.6,mb,,100,6.729,1.15,us,us700047ar,2019-09-14T16:08:19.040Z,"193km NE of Napug, China",earthquake,8.7,1.9,0.052,110,reviewed,us,us
2019-06-29T13:01:16.646Z,40.3954,20.8018,10,4.8,mb,,86,0.587,1.03,us,us700047af,2019-09-14T16:08:19.040Z,"12km ENE of Erseke, Albania",earthquake,4.8,1.9,0.063,78,reviewed,us,us
2019-06-28T23:03:06.120Z,43.4363,11.1358,9.67,2.9,ml,,68,0.118,0.66,us,us7000472y,2019-09-14T16:08:17.040Z,"2km N of Colle di Val d'Elsa, Italy",earthquake,2.7,7.2,0.057,40,reviewed,us,us
2019-06-28T14:36:37.680Z,40.529,20.8253,10,4.4,mb,,49,0.494,0.82,us,us700046jt,2019-09-14T16:08:16.040Z,"10km SSE of Korce, Albania",earthquake,6,1.9,0.179,9,reviewed,us,us
2019-06-28T09:08:56.553Z,27.5877,53.2191,10,4.4,mb,,74,3.755,1.15,us,us700046gt,2019-09-14T16:08:16.040Z,"91km W of Gerash, Iran",earthquake,7.7,1.9,0.07,59,reviewed,us,us
2019-06-28T05:16:12.166Z,36.4914,70.2351,210.16,4.2,mb,,88,1.541,0.6,us,us700046es,2019-09-14T16:08:15.040Z,"34km ESE of Farkhar, Afghanistan",earthquake,8.2,8,0.084,40,reviewed,us,us
2019-06-27T20:29:14.729Z,36.7064,71.2503,197.99,4.3,mb,,108,0.884,0.49,us,us7000468s,2019-09-14T16:08:14.040Z,"25km W of Ashkasham, Afghanistan",earthquake,8.3,10.3,0.218,6,reviewed,us,us
2019-06-26T22:01:09.716Z,36.4613,70.8623,132.77,4.5,mb,,62,2.423,0.47,us,us700045m9,2019-09-14T16:08:11.040Z,"44km S of Jarm, Afghanistan",earthquake,6.3,7.6,0.085,41,reviewed,us,us
2019-06-26T21:33:32.577Z,36.8377,71.0159,100.9,4.4,mb,,66,2.415,0.66,us,us700045la,2019-09-14T16:08:11.040Z,"16km E of Jarm, Afghanistan",earthquake,6.7,8.5,0.099,29,reviewed,us,us
2019-06-26T20:27:24.063Z,38.1401,72.9314,119.45,4.4,mb,,69,1.604,0.64,us,us700045je,2019-09-14T16:08:11.040Z,"90km W of Murghob, Tajikistan",earthquake,6,11.5,0.219,6,reviewed,us,us
2019-06-26T09:21:58.425Z,36.5339,70.3207,208.97,4.3,mb,,66,2.245,0.5,us,us70004581,2019-09-14T16:08:10.040Z,"41km E of Farkhar, Afghanistan",earthquake,7.5,7.7,0.078,47,reviewed,us,us
2019-06-26T05:16:36.123Z,33.883,24.9989,10,4,mb,,190,1.404,0.98,us,us7000455j,2019-09-14T16:08:09.040Z,"124km S of Pirgos, Greece",earthquake,8,2,0.212,6,reviewed,us,us
2019-06-24T19:00:13.051Z,35.2122,24.302,2.65,4.1,mb,,178,0.487,1.15,us,us700049ed,2019-09-11T15:19:44.040Z,"19km SW of Atsipopoulon, Greece",earthquake,5.5,6.6,0.145,13,reviewed,us,us
2019-06-24T17:49:33.798Z,31.4827,70.0422,10,4.1,mb,,126,3.477,0.82,us,us600045bt,2019-09-11T15:19:43.040Z,"58km ENE of Zhob, Pakistan",earthquake,9.5,1.9,0.114,24,reviewed,us,us
2019-06-24T15:14:09.963Z,27.626,53.1401,10,4.3,mb,,76,3.833,0.54,us,us60004599,2019-09-11T15:19:42.040Z,"98km W of Gerash, Iran",earthquake,5.9,1.9,0.111,23,reviewed,us,us
2019-06-23T20:43:47.796Z,41.8583,12.8179,10,3.4,ml,,99,0.769,1,us,us600044xg,2019-09-11T15:19:38.040Z,"1km NNE of Zagarolo, Italy",earthquake,4,2,0.053,46,reviewed,us,us
2019-06-23T16:51:59.868Z,34.4405,45.6199,10,4.7,mb,,50,0.679,0.64,us,us600044vv,2019-09-11T15:19:37.040Z,"22km W of Sarpol-e Zahab, Iran",earthquake,5,1.9,0.047,137,reviewed,us,us
2019-06-23T07:21:25.869Z,38.5534,74.0964,94.01,4.1,mb,,130,2.012,0.71,us,us600044t3,2019-09-11T15:19:35.040Z,"44km NNE of Murghob, Tajikistan",earthquake,7.5,15,0.214,6,reviewed,us,us
2019-06-22T21:18:55.763Z,35.4533,27.2051,10,2.8,ml,,198,0.1,1.14,us,us600044sc,2019-09-11T15:19:33.040Z,"6km S of Karpathos, Greece",earthquake,2.7,2,0.256,2,reviewed,us,us
2019-06-22T20:00:00.347Z,37.5348,-1.694,4.9,3.3,mb_lg,,123,0.553,0.6,us,us600044s7,2019-09-11T15:19:32.040Z,"10km ESE of Puerto Lumbreras, Spain",earthquake,5.9,3.8,0.161,10,reviewed,us,us
2019-06-21T06:50:55.241Z,47.1404,-0.565,8,4,mwr,,109,2.107,0.93,us,us6000443c,2019-09-11T15:19:23.040Z,"2km WSW of Vihiers, France",earthquake,4.4,2,0.11,8,reviewed,us,us
2019-06-20T10:20:29.630Z,33.5304,59.6126,10,4.5,mb,,64,7.893,0.88,us,us600043m8,2019-09-11T15:19:20.040Z,"45km ESE of Qayen, Iran",earthquake,7.8,1.9,0.064,72,reviewed,us,us
2019-06-20T05:24:08.787Z,36.7045,71.2454,183.32,4.2,mb,,107,2.637,1.04,us,us600043iy,2019-09-11T15:19:19.040Z,"25km W of Ashkasham, Afghanistan",earthquake,6.2,12.3,0.166,10,reviewed,us,us
2019-06-20T02:17:06.749Z,17.1576,73.7769,10,4.3,mb,,48,11.927,0.75,us,us700046ng,2019-09-11T15:19:18.040Z,"26km SSW of Patan, India",earthquake,9.5,1.6,0.1,28,reviewed,us,us
2019-06-19T23:24:54.875Z,38.0744,20.5949,10,4.2,mb,,117,1.383,0.79,us,us600043ec,2019-09-11T15:19:16.040Z,"10km S of Valsamata, Greece",earthquake,5.8,2,0.216,6,reviewed,us,us
2019-06-19T00:45:34.337Z,39.6191,38.5906,17.35,4.2,mb,,29,1.769,0.96,us,us600042si,2019-09-11T15:19:11.040Z,"18km N of Ilic, Turkey",earthquake,5.5,5.2,0.075,50,reviewed,us,us
2019-06-18T23:00:57.682Z,36.7132,71.2767,186.13,4.2,mb,,69,0.871,0.81,us,us600042qx,2019-09-11T15:19:10.040Z,"23km W of Ashkasham, Afghanistan",earthquake,7.4,6.8,0.069,59,reviewed,us,us
2019-06-18T20:14:26.456Z,30.1718,51.6277,10,4.2,mb,,80,6.602,1.31,us,us600042nm,2019-09-11T15:19:09.040Z,"12km ENE of Nurabad, Iran",earthquake,8.3,1.9,0.103,26,reviewed,us,us
2019-06-17T17:58:20.595Z,28.4217,87.173,84.75,4.6,mb,,136,0.56,0.87,us,us600041vn,2019-09-06T14:25:18.040Z,"25km SSE of Xegar, China",earthquake,10.3,9.4,0.09,37,reviewed,us,us
2019-06-17T13:32:26.307Z,27.6334,55.8904,10,4.7,mb,,86,2.691,0.85,us,us600041r7,2019-09-06T14:25:17.040Z,"62km NW of Bandar 'Abbas, Iran",earthquake,7.7,1.9,0.067,68,reviewed,us,us
2019-06-16T12:39:10.169Z,34.6122,72.2752,31.11,4.6,mb,,84,1.264,0.99,us,us600041e0,2019-09-06T14:25:14.040Z,"16km SSW of Saidu Sharif, Pakistan",earthquake,6.5,4.5,0.082,44,reviewed,us,us
2019-06-16T10:28:56.456Z,34.894,22.5774,28.77,4.1,mb,,269,1.936,0.7,us,us600044b1,2019-09-06T14:25:27.040Z,"107km WSW of Palaiochora, Greece",earthquake,12,12.1,0.185,8,reviewed,us,us
2019-06-15T17:31:30.670Z,42.9071,11.8581,10.94,3,ml,,77,0.604,0.8,us,us60004166,2019-09-06T14:25:10.040Z,"4km NNW of San Casciano dei Bagni, Italy",earthquake,4.4,7.5,0.056,42,reviewed,us,us
2019-06-15T07:52:29.637Z,36.2076,70.8033,108.61,4.3,mb,,81,1.487,0.76,us,us6000412k,2019-09-06T14:25:08.040Z,"20km N of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,4.9,7.8,0.111,23,reviewed,us,us
2019-06-15T07:08:28.032Z,31.0541,56.7123,10,4.3,mb,,69,5.724,0.89,us,us6000412d,2019-09-06T14:25:08.040Z,"25km SSW of Ravar, Iran",earthquake,7.2,1.9,0.105,26,reviewed,us,us
2019-06-14T22:09:29.107Z,26.0485,59.832,16.03,4,mb,,122,3.003,0.63,us,us600043rx,2019-09-06T14:25:23.040Z,"116km NW of Chah Bahar, Iran",earthquake,9,5.2,0.299,3,reviewed,us,us
2019-06-14T17:47:29.386Z,36.6416,70.9986,208.94,4.1,mb,,74,1.032,0.54,us,us600040vw,2019-09-06T14:25:06.040Z,"28km SSE of Jarm, Afghanistan",earthquake,7.7,6.6,0.135,15,reviewed,us,us
2019-06-14T15:16:48.081Z,49.978,88.1889,10,4.2,mb,,84,4.488,1.46,us,us600040tn,2019-09-06T14:25:05.040Z,"17km SW of Chaganuzun, Russia",earthquake,5.5,1.9,0.152,12,reviewed,us,us
2019-06-14T07:36:43.460Z,36.6531,71.0095,216.13,4.2,mb,,75,1.018,0.67,us,us600040my,2019-09-06T14:25:05.040Z,"28km SSE of Jarm, Afghanistan",earthquake,4.8,9.7,0.146,13,reviewed,us,us
2019-06-13T21:53:39.768Z,36.7208,71.3958,181.16,4,mb,,69,0.834,1.05,us,us600040i4,2019-09-06T14:25:03.040Z,"12km WNW of Ashkasham, Afghanistan",earthquake,7.3,7.6,0.122,19,reviewed,us,us
2019-06-13T06:32:07.483Z,40.6724,52.0285,10,4.1,mb,,101,5.587,0.93,us,us6000409l,2019-09-06T14:25:02.040Z,"106km NW of Turkmenbasy, Turkmenistan",earthquake,4.7,2,0.123,18,reviewed,us,us
2019-06-12T23:21:55.682Z,34.9344,46.482,10,4.1,mb,,62,4.352,0.87,us,us6000407y,2019-09-06T14:25:00.040Z,"15km NNW of Javanrud, Iran",earthquake,8.9,2,0.106,24,reviewed,us,us
2019-06-12T21:54:30.883Z,38.6283,22.9314,10,4,mb,,68,3.02,0.88,us,us6000407p,2019-09-06T14:25:00.040Z,"6km WSW of Atalanti, Greece",earthquake,6.9,1.9,0.211,6,reviewed,us,us
2019-06-12T03:10:24.900Z,34.6813,72.8572,12.9,5.2,mb,,67,1.083,0.65,us,us70003ydx,2019-09-06T14:25:34.040Z,"15km W of Batgram, Pakistan",earthquake,6.5,3.7,0.038,230,reviewed,us,us
2019-06-12T00:45:56.800Z,31.9934,49.7291,10,4.2,mb,,78,4.572,1.16,us,us70003ydd,2019-09-06T14:25:33.040Z,"40km E of Masjed Soleyman, Iran",earthquake,8.4,1.9,0.094,31,reviewed,us,us
2019-06-10T16:04:41.120Z,34.348,8.3873,10,4.3,mb,,121,1.589,0.8,us,us600040ss,2019-08-27T17:48:08.040Z,"3km NNW of Al Metlaoui, Tunisia",earthquake,5.2,1.9,0.201,8,reviewed,us,us
2019-06-10T13:26:19.098Z,35.5435,4.9428,36.97,4.1,mb,,92,3.591,0.97,us,us70003xn7,2019-08-27T17:48:07.040Z,"39km S of Bordj Ghdir, Algeria",earthquake,8.2,9.1,0.213,6,reviewed,us,us
2019-06-09T13:43:49.173Z,35.1928,26.9405,10,4,mb,,147,0.396,1.01,us,us70003xg1,2019-08-27T17:47:59.040Z,"42km SW of Karpathos, Greece",earthquake,5.1,1.9,0.196,7,reviewed,us,us
2019-06-09T02:36:53.562Z,32.7729,71.2286,35,4.2,mb,,158,1.921,1.23,us,us70003xdg,2019-08-27T17:47:58.040Z,"15km WSW of Kamar Mushani, Pakistan",earthquake,6.2,2,0.107,24,reviewed,us,us
2019-06-08T16:58:35.657Z,37.4213,71.8791,130.11,4.4,mb,,78,2.059,0.97,us,us70003xas,2019-08-27T17:47:55.040Z,"18km NNE of Roshtqal'a, Tajikistan",earthquake,8.5,12.2,0.239,5,reviewed,us,us
2019-06-07T21:47:08.080Z,42.2079,80.6295,10,4.6,mb,,118,1.678,1.16,us,us70003x14,2019-08-27T17:47:50.040Z,"124km NNE of Aksu, China",earthquake,5.6,1.9,0.129,18,reviewed,us,us
2019-06-07T12:21:40.045Z,35.764,28.3004,49.02,4.3,mb,,109,0.471,0.68,us,us70003wpv,2019-08-27T17:47:47.040Z,"44km SE of Lardos, Greece",earthquake,3.8,6.2,0.063,72,reviewed,us,us
2019-06-07T10:22:54.558Z,43.8765,10.0904,10,2.9,ml,,75,0.603,0.64,us,us70003wn8,2019-08-27T17:47:46.040Z,"11km SW of Forte dei Marmi, Italy",earthquake,1.6,1.9,0.057,40,reviewed,us,us
2019-06-07T05:27:12.567Z,42.2827,48.9851,58.72,4.5,mb,,52,3.846,0.95,us,us70003wlb,2019-08-27T17:47:45.040Z,"62km ENE of Derbent, Russia",earthquake,8.3,8.6,0.089,37,reviewed,us,us
2019-06-05T20:23:45.793Z,38.2353,73.9605,156.87,4.4,mb,,135,3.046,0.56,us,us70003w05,2019-08-27T17:47:36.040Z,"7km N of Murghob, Tajikistan",earthquake,5.3,9.8,0.178,9,reviewed,us,us
2019-06-05T17:01:12.400Z,24.537,72.7357,10,4,mb,,112,9.093,0.84,us,us70003vv0,2019-08-27T17:47:36.040Z,"7km NW of Abu Road, India",earthquake,5.4,2,0.111,22,reviewed,us,us
2019-06-05T12:33:07.835Z,40.7644,51.9265,38.79,4.7,mb,,41,5.515,0.59,us,us70003vr7,2019-08-27T17:47:35.040Z,"120km NW of Turkmenbasy, Turkmenistan",earthquake,7.3,8,0.045,147,reviewed,us,us
2019-06-05T07:24:48.135Z,27.5355,66.0634,10,4.3,mb,,161,7.435,0.99,us,us70003vnx,2019-08-27T17:47:34.040Z,"61km WSW of Khuzdar, Pakistan",earthquake,6.5,1.9,0.116,21,reviewed,us,us
2019-06-05T06:37:53.594Z,27.7545,65.8092,26.28,4.7,mb,,93,7.283,0.83,us,us70003vnk,2019-08-27T17:47:34.040Z,"82km W of Khuzdar, Pakistan",earthquake,8.1,5,0.052,115,reviewed,us,us
2019-06-05T03:36:15.632Z,34.4738,45.7379,10,4.6,mb,,93,1.175,0.56,us,us70003vmd,2019-08-27T17:47:33.040Z,"11km W of Sarpol-e Zahab, Iran",earthquake,9.4,1.9,0.047,135,reviewed,us,us
2019-06-05T03:33:05.508Z,34.369,45.6153,10,4.7,mb,,67,1.265,0.68,us,us70003vmb,2019-08-27T17:47:33.040Z,"24km WSW of Sarpol-e Zahab, Iran",earthquake,8.1,1.9,0.055,102,reviewed,us,us
2019-06-02T13:08:47.500Z,40.7824,30.7838,5.39,4.5,mwr,,27,0.442,0.37,us,us70003uej,2019-08-24T21:17:49.040Z,"3km ESE of Hendek, Turkey",earthquake,4.1,5.1,0.071,19,reviewed,us,us
2019-06-02T01:16:58.778Z,27.6941,59.2935,61.79,4.4,mb,,70,3.896,0.85,us,us70003u9t,2019-08-24T21:17:46.040Z,"147km WNW of Iranshahr, Iran",earthquake,6.2,6.3,0.087,38,reviewed,us,us
2019-06-01T18:50:14.540Z,40.4722,20.7171,10,4.4,mb,,36,1.036,1.22,us,us70003u75,2019-08-24T21:17:45.040Z,"15km NNE of Erseke, Albania",earthquake,5.4,1.9,0.075,52,reviewed,us,us
2019-06-01T18:37:41.224Z,40.6984,20.7132,10,4.2,mb,,51,0.913,1.01,us,us70003u6t,2019-08-24T21:17:45.040Z,"1km SE of Maliq, Albania",earthquake,5.5,2,0.236,5,reviewed,us,us
2019-06-01T18:30:11.637Z,40.4053,20.7581,10,4.3,mb,,53,1.011,0.8,us,us70003u6q,2019-08-24T21:17:45.040Z,"10km NE of Erseke, Albania",earthquake,5.2,1.9,0.13,17,reviewed,us,us
2019-06-01T15:19:25.759Z,40.5923,20.7293,10,4.3,mb,,55,0.999,0.71,us,us70003u5h,2019-08-24T21:17:44.040Z,"5km SW of Korce, Albania",earthquake,4.3,2,0.154,12,reviewed,us,us
2019-06-01T07:00:28.533Z,40.5713,20.7398,10,5,mww,,36,1.02,0.81,us,us70003u24,2019-08-24T21:17:43.040Z,"6km SSW of Korce, Albania",earthquake,5.1,1.8,0.039,63,reviewed,us,us
2019-06-01T04:51:59.497Z,40.4731,20.7126,10,4.7,mww,,36,1.034,1.09,us,us70003u1n,2019-08-24T21:17:43.040Z,"15km N of Erseke, Albania",earthquake,5.4,1.9,0.05,39,reviewed,us,us
2019-06-01T04:34:02.911Z,32.1414,48.9222,10,4.9,mb,,79,3.992,1.19,us,us70003u1h,2019-08-24T21:17:43.040Z,"12km NNE of Shushtar, Iran",earthquake,6.6,1.7,0.177,10,reviewed,us,us
2019-06-01T04:33:07.949Z,40.6433,20.7704,10,4.9,mww,,33,0.983,0.92,us,us70003u1c,2019-08-24T21:17:43.040Z,"2km NNW of Korce, Albania",earthquake,4.7,1.8,0.045,48,reviewed,us,us
2019-06-01T04:32:48.347Z,40.6546,20.5962,10,4.3,mb,,50,0.886,0.87,us,us70003wtl,2019-08-24T21:17:42.040Z,"10km WSW of Maliq, Albania",earthquake,4.1,1.8,0.168,10,reviewed,us,us
2019-06-01T04:26:19.636Z,40.5257,20.7025,10,5.2,mww,,33,1.038,1.22,us,us70003u1a,2019-08-24T21:17:42.040Z,"12km SSW of Korce, Albania",earthquake,4.6,1.8,0.033,89,reviewed,us,us
2019-05-31T16:01:33.047Z,36.8669,75.8543,35,4.5,mb,,119,3.413,1.37,us,us70003tqw,2019-08-24T21:17:40.040Z,"121km ENE of Barishal, Pakistan",earthquake,8.9,2,0.113,23,reviewed,us,us
2019-05-31T02:09:11.254Z,44.1676,17.3858,11.52,2.6,ml,,113,2.211,0.94,us,us70003uyx,2019-08-24T21:17:38.040Z,"2km NNW of Donji Vakuf, Bosnia and Herzegovina",earthquake,6.1,8.1,0.074,24,reviewed,us,us
2019-05-31T00:36:44.624Z,34.4841,82.9807,10,4.3,mb,,76,7.284,0.95,us,us70003thd,2019-08-24T21:17:38.040Z,"270km NNW of Luring, China",earthquake,7.5,1.9,0.096,31,reviewed,us,us
2019-05-30T23:09:12.213Z,29.1951,56.2983,10,4.1,mb,,128,4.233,1.21,us,us70003tgq,2019-08-24T21:17:38.040Z,"49km W of Kuh Sefid, Iran",earthquake,7,1.9,0.114,21,reviewed,us,us
2019-05-30T06:44:04.789Z,36.5389,71.156,223.88,4.2,mb,,105,1.068,0.59,us,us70003t1y,2019-08-24T21:17:36.040Z,"37km WSW of Ashkasham, Afghanistan",earthquake,5.8,8.2,0.102,27,reviewed,us,us
2019-05-30T05:22:13.327Z,36.0453,70.8711,106.39,4.3,mb,,83,1.611,0.54,us,us70003t1g,2019-08-24T21:17:36.040Z,"9km ENE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,4.1,11.7,0.168,10,reviewed,us,us
2019-05-29T19:42:26.067Z,39.381,39.8208,10,4.3,mb,,59,0.822,0.84,us,us70003suw,2019-08-24T21:17:34.040Z,"8km SW of Turluk, Turkey",earthquake,4.3,1.9,0.099,29,reviewed,us,us
2019-05-29T18:40:43.336Z,40.4623,63.6253,10,4.7,mb,,125,4.533,0.84,us,us70003stv,2019-08-24T21:17:34.040Z,"39km NNE of Gazli, Uzbekistan",earthquake,6.7,1.9,0.066,70,reviewed,us,us
2019-05-28T05:27:47.890Z,36.9423,27.6236,10,4.6,mb,,36,0.83,0.78,us,us60003sy2,2019-08-30T22:07:12.857Z,"20km ESE of Bodrum, Turkey",earthquake,4.2,1.8,0.049,124,reviewed,us,us
2019-05-27T14:23:14.471Z,36.4607,71.1002,215.8,4.3,mb,,59,1.157,1.22,us,us60003sq6,2019-08-13T14:30:42.040Z,"45km WSW of Ashkasham, Afghanistan",earthquake,7.3,6.1,0.082,42,reviewed,us,us
2019-05-26T23:31:57.258Z,38.54,16.1676,6.51,4.1,mb,,58,0.352,1.1,us,us60003sk5,2019-08-13T14:30:41.040Z,"1km S of Melicucca, Italy",earthquake,4.3,5.7,0.186,8,reviewed,us,us
2019-05-26T15:25:52.034Z,43.249,18.0033,10,3.1,ml,,116,1.235,0.59,us,us60003sfx,2019-08-13T14:30:39.040Z,"8km W of Nevesinje, Bosnia and Herzegovina",earthquake,6.2,2,0.06,36,reviewed,us,us
2019-05-26T13:59:35.984Z,36.4211,68.1739,33.47,4.1,mb,,164,1.139,0.65,us,us60003sfe,2019-08-13T14:30:39.040Z,"22km NE of Aibak, Afghanistan",earthquake,7.2,8,0.212,6,reviewed,us,us
2019-05-26T12:07:11.990Z,37.2303,28.0226,10,4.5,mb,,44,1.017,0.86,us,us60003sex,2019-08-13T14:30:39.040Z,"16km SW of Yatagan, Turkey",earthquake,4.3,1.8,0.14,15,reviewed,us,us
2019-05-26T09:07:08.532Z,36.5584,70.7654,219.47,4.4,mb,,99,1.205,0.95,us,us60003sdx,2019-08-13T14:30:38.040Z,"34km S of Jarm, Afghanistan",earthquake,6.8,8,0.134,16,reviewed,us,us
